"Text Editing","Universal Argument","Ctrl+0","Editing Text"
"Uncategorized","Copy SHA-1","Ctrl+C","In Git Reflog View"
"Edit","Select Previous Element","Shift+Alt+Left","Editing in Structured Text Editors"
"Window","Activate Editor","F12","In Windows"
"Text Editing","Universal Argument","Alt+1","Editing Text"
"Text Editing","Mark Word","Shift+Alt+2","Editing Text"
"Text Editing","Begin Buffer","Esc <","Editing Text"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Source","Toggle Comment","Esc ;","Editing Java Source"
"gazonk.del","Copy","Ctrl+C","In Console View"
"Navigate","Go to Previous Member","Shift+Ctrl+Up","Editing Java Source"
"Text Editing","End Line","Shift+End","Editing Text"
"Text Editing","Universal Argument","Ctrl+Alt+9","Editing Text"
"Text Editing","Scroll Down","Alt+V","Editing Text"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Text Editing","Toggle Allow Edit","Ctrl+X Ctrl+Q","Editing Text"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Text Editing","End Buffer","Esc >","Editing Text"
"Text Editing","Next Line","Shift+Down","Editing Text"
"Text Editing","Universal Argument","Alt+8","Editing Text"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Task Repositories","Mark Task Read","Shift+Alt+R","In Tasks Editor"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Text Editing","Begin Buffer","Shift+Alt+,","Editing Text"
"Edit","Quick Fix","Shift+Ctrl+Enter","In Dialogs and Windows"
"Navigate","Forward History","Ctrl+X Right","In Windows"
"Text Editing","Universal Argument","Ctrl+7","Editing Text"
"gazonk.del","Delete Next Word","Esc D","In Console View"
"Text Editing","Universal Argument","Alt+-","Editing Text"
"Text Editing","Text End","Alt+>","Editing Text"
"Run/Debug","Toggle Breakpoint","Shift+Ctrl+B","In Windows"
"Text Editing","Scroll Up","Shift+Ctrl+V","Editing Text"
"Text Editing","Universal Argument","Ctrl+U","Editing Text"
"Text Editing","Undo+","Ctrl+/","Editing Text"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Window","Select Maven Profiles","Ctrl+Alt+P","In Windows"
"Edit","Find Next","Ctrl+K","Editing Text"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"Navigate","Open Declaration","Alt+.","Editing Java Source"
"Edit","Forward Sexp","Shift+Ctrl+Alt+F","Editing Text"
"Text Editing","Backward Character","Shift+Ctrl+B","Editing Text"
"Run/Debug","Resume","Ctrl+X Ctrl+A Ctrl+R","Debugging"
"Project","Build All","Ctrl+B","In Windows"
"Run/Debug","Debug Java Application","Shift+Alt+D J","In Windows"
"WindowBuilder Pro","Empty command","Shift+Ctrl+A","WindowBuilder Java scope"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Text Editing","I-Search backward","Ctrl+R","Editing Text"
"Text Editing","Join Frame","Ctrl+X 5 0","Editing Text"
"Edit","Backward Kill Sexp","Ctrl+Alt+Backspace","Editing Text"
"Refactor - Java","Show Refactor Quick Menu","Shift+Alt+T","In Windows"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Text Editing","Begin Buffer","Alt+<","Editing Text"
"Edit","Undo","Ctrl+/","In Windows"
"Edit","Transpose Sexps","Ctrl+Alt+T","Editing Text"
"Text Editing","Kbd Macro Start","F3","Editing Text"
"Text Editing","Universal Argument","Ctrl+Alt+7","Editing Text"
"Task Editor","Maximize Part","Shift+Ctrl+M","In Tasks Editor"
"Text Editing","Kbd Macro Call","Ctrl+X Ctrl+K K","Editing Text"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Text Editing","Cut to End of Line","Ctrl+K","Editing Text"
"Text Editing","Repeat","Z","Repeating"
"Text Editing","Scroll Other Window","Alt+PageDown","Editing Text"
"Edit","Toggle Comment","Shift+Ctrl+C","Editing in Structured Text Editors"
"Edit","Forward Sexp","Alt+Right","Editing Text"
"Run/Debug","Run Maven Build","Shift+Alt+X M","In Windows"
"Text Editing","Pop Tag Mark","Esc *","Editing Text"
"Text Editing","Text End","Esc Shift+>","Editing Text"
"Text Editing","Query Replace Regexp","Shift+Ctrl+Alt+5","Editing Text"
"Text Editing","Previous Line","Shift+Ctrl+P","Editing Text"
"gazonk.del","Cut","Ctrl+W","In Console View"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing in Structured Text Editors"
"Text Editing","Backward Up List","Ctrl+Alt+U","Editing Text"
"Text Editing","Split Window Vertically","Ctrl+X 2","In Windows"
"Run/Debug","Step Over","Ctrl+C Ctrl+N","Debugging"
"Text Editing","Widen","Ctrl+X N W","Editing Text"
"Window","Next Editor","Ctrl+F6","In Windows"
"Text Editing","Delete Horizontal Space","Alt+\","Editing Text"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Java Source"
"Edit","Toggle Comment","Esc ;","Editing in Structured Text Editors"
"Navigate","Show In...","Shift+Alt+W","In Windows"
"Edit","Undo","F9","In Windows"
"Text Editing","Begin Buffer","Ctrl+Home","Editing Text"
"gazonk.del","Delete Previous Word","Alt+Backspace","In Console View"
"Text Editing","Delete to End of Line","Shift+Ctrl+Delete","Editing Text"
"Text Editing","End Line","Ctrl+E","Editing Text"
"Task Repositories","Mark Task Read and Go To Previous Unread Task","Shift+Alt+Up","In Tasks View"
"Text Editing","Query Replace Regexp","Ctrl+Alt+%","Editing Text"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Views","Show View (History)","Shift+Alt+Q Z","In Windows"
"Task Repositories","Mark Task Incomplete","Shift+Alt+I","In Tasks View"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Run/Debug","Step Into","Ctrl+X Ctrl+A Ctrl+S","Debugging"
"Text Editing","Backward Up List","Ctrl+Alt+Up","Editing Text"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Properties Files"
"Text Editing","Capitalize","Alt+C","Editing Text"
"Text Editing","Begin Line","Shift+Home","Editing Text"
"Text Editing","Repeat","Ctrl+X Z","Editing Text"
"Source","Show Source Quick Menu","Shift+Alt+S","In Windows"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Text Editing","Deactivate Window","Ctrl+X 0","In Windows"
"Task Repositories","Mark Task Unread","Shift+Alt+U","In Tasks View"
"Text Editing","Forward Word","Ctrl+Right","Editing Text"
"Navigate","Backward History","Alt+Left","In Windows"
"Edit","Find and Replace","Alt+R","In Windows"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Task Repositories","Quick Outline","Ctrl+O","In Tasks Editor"
"Text Editing","View Register","Ctrl+X R V","Editing Text"
"Refactor - Java","Move - Refactoring ","Shift+Alt+V","In Windows"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Text Editing","What Cursor Position","Ctrl+X =","Editing Text"
"Text Editing","Shrink Window","Ctrl+X {","Editing Text"
"Text Editing","Universal Argument","Ctrl+Alt+2","Editing Text"
"Text Editing","Text Start","Alt+<","Editing Text"
"Text Editing","Universal Argument","Ctrl+1","Editing Text"
"Text Editing","Recenter","Ctrl+L","Editing Text"
"Navigate","Next Page","Alt+F7","In Windows"
"Text Editing","Comment Next","Esc N","Editing Java Source"
"Text Editing","Describe Help Commands","Ctrl+H ?","Editing Text"
"Text Editing","Text End","Esc >","Editing Text"
"Text Editing","Query Replace","Shift+Alt+5","Editing Text"
"Source","Add Import","Shift+Ctrl+M","Editing Java Source"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Text Editing","Where Is Command","Ctrl+H W","Editing Text"
"Text Editing","Scroll Line Up","Esc Z","Editing Text"
"Text Editing","Balance Windows","Ctrl+X +","Editing Text"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Text Editing","Insert Register","Ctrl+X R G","Editing Text"
"Text Editing","Increment Register","Ctrl+X R +","Editing Text"
"Text Editing","Kbd Macro Bind To Key","Ctrl+X Ctrl+K B","Editing Text"
"Text Editing","Line Down","Ctrl+N","Editing Text"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Text Editing","Universal Argument","Alt+7","Editing Text"
"Window","Previous Editor","Shift+Ctrl+F6","In Windows"
"Run/Debug","Display","Shift+Ctrl+V","In Dialogs and Windows"
"Edit","Transpose Words","Alt+T","Editing Text"
"Text Editing","Text End","Ctrl+X ]","Editing Text"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Text Editing","Universal Argument","Alt+2","Editing Text"
"Text Editing","Line End","End","Editing Text"
"Task Repositories","Mark Task Read","Shift+Alt+R","In Tasks View"
"Text Editing","Universal Argument","Ctrl+Alt+3","Editing Text"
"Text Editing","Open Declaration Other Window","Ctrl+X 4 .","In Windows"
"Edit","Cut","Ctrl+W","In Dialogs and Windows"
"Text Editing","Universal Argument","Alt+3","Editing Text"
"Run/Debug","Resume","F8","Debugging"
"Text Editing","Universal Argument","Alt+6","Editing Text"
"Text Editing","Forward Word","Esc F","Editing Text"
"Text Editing","Enlarge Window","Ctrl+X }","Editing Text"
"Text Editing","Execute Extended Command","Alt+X","Editing Text"
"Navigate","Backward History","Ctrl+X Left","In Windows"
"Text Editing","Keyboard Quit","Ctrl+G","Editing Text"
"Text Editing","Describe Bindings","Ctrl+H B","Editing Text"
"Navigate","Matching Character","Shift+Ctrl+P","Editing in Structured Text Editors"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Editing Text"
"Text Editing","Next Line","Ctrl+N","Editing Text"
"Navigate","Go to Next Member","Shift+Ctrl+Down","Editing Java Source"
"Text Editing","Line Start","Ctrl+A","Editing Text"
"Text Editing","Goto Line","Alt+G","Editing Text"
"Text Editing","Mark Sexp","Ctrl+Alt+Space","Editing Text"
"Text Editing","To Lower Case","Shift+Ctrl+Y","Editing Text"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Text Editing","Previous Line","Up","Editing Text"
"Text Editing","Delete Next Word","Esc D","Editing Text"
"Text Editing","Recenter Top Bottom","Ctrl+L","In Windows"
"Edit","Kill Sexp","Ctrl+Alt+K","Editing Text"
"Edit","Matching Tag","Shift+Ctrl+>","Editing in Structured Text Editors"
"Text Editing","Exchange Point and Mark","Ctrl+X Ctrl+X","Editing Text"
"Text Editing","Clear Mark","Ctrl+G","Editing Text"
"Edit","Redo","Shift+Ctrl+Z","In Dialogs and Windows"
"Text Editing","Universal Argument","Ctrl+8","Editing Text"
"Navigate","Previous","Ctrl+,","In Windows"
"Search","Open Search Dialog","Ctrl+H S","In Windows"
"Text Editing","Swap Mark","Ctrl+X Ctrl+X","Editing Text"
"Text Editing","Universal Argument","Ctrl+Alt+4","Editing Text"
"Edit","Content Assist","Ctrl+Enter","In Tasks Editor"
"Text Editing","Narrow To Region","Ctrl+X N N","Editing Text"
"Source","Rename In File","Shift+Alt+R","Editing Ant Buildfiles"
"Edit","Quick Diff Toggle","Shift+Ctrl+Q","Editing Text"
"Refactor - Java","Rename - Refactoring ","Shift+Alt+R","In Windows"
"Text Editing","Page Down","Ctrl+V","Editing Text"
"Task Repositories","New Subtask","Shift+Insert","In Tasks View"
"Run/Debug","Step Return","Ctrl+C Ctrl+F","Debugging"
"Text Editing","Previous Line","Ctrl+P","Editing Text"
"File","Properties","Alt+Enter","In Windows"
"Views","Show View","Shift+Alt+Q Q","In Windows"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editing Java Source"
"Text Editing","Universal Argument","Ctrl+Alt+0","Editing Text"
"Text Editing","Begin Buffer Other Window","Alt+Home","Editing Text"
"Text Editing","Forward Character","Ctrl+F","Editing Text"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing Java Source"
"Text Editing","Copy Rectangle To Register","Ctrl+X R R","Editing Text"
"Navigate","Backward History","Ctrl+X Ctrl+Left","In Windows"
"Text Editing","Describe Command","Ctrl+H F","Editing Text"
"gazonk.del","Copy","Esc W","In Console View"
"Source","Format","Shift+Ctrl+F","Editing Ant Buildfiles"
"Text Editing","Set Mark","Ctrl+2","Editing Text"
"Window","Next View","Ctrl+F7","In Windows"
"Text Editing","Rotate Yank Pointer","Ctrl+Alt+Y","Editing Text"
"Views","Show View (Outline)","Shift+Alt+Q O","In Windows"
"Task Repositories","Mark Task Read and Go To Next Unread Task","Shift+Alt+Down","In Tasks View"
"Source","Quick Assist - Assign to field","Ctrl+2 F","Editing Java Source"
"Text Editing","Apropos Command","Ctrl+H A","Editing Text"
"Text Editing","End Buffer","Ctrl+End","Editing Text"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"Text Editing","Mark Word","Alt+@","Editing Text"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Navigate","Next","Alt+,","In Windows"
"Edit","Context Information","Shift+Alt+?","In Windows"
"Text Editing","Delete Blank Lines","Ctrl+X Ctrl+O","Editing Text"
"Edit","Find and Replace","Esc R","In Windows"
"Source","Remove Block Comment","Shift+Ctrl+\","Editing Java Source"
"Text Editing","Previous Line","Shift+Up","Editing Text"
"Source","Quick Assist - Rename in file","Ctrl+2 R","Editing Java Source"
"Text Editing","Universal Argument","Ctrl+3","Editing Text"
"Source","Quick Assist - Extract method","Ctrl+2 M","Editing Java Source"
"Text Editing","Backward Character","Ctrl+B","Editing Text"
"gazonk.del","Delete Char","Ctrl+D","In Console View"
"Window","Switch to Editor","Ctrl+X Ctrl+B","In Windows"
"Navigate","Open Remote Task","Shift+Ctrl+Alt+F12","In Windows"
"Navigate","Open Resource","Shift+Ctrl+R","In Windows"
"Source","Toggle Comment","Alt+;","Editing Java Source"
"File","Refresh","F5","In Windows"
"Text Editing","Kill Rectangle","Ctrl+X R K","Editing Text"
"Text Editing","Forward Word","Alt+F","Editing Text"
"Text Editing","Recenter Other Window","Alt+Insert","Editing Text"
"Text Editing","Universal Argument","Alt+4","Editing Text"
"Edit","Toggle Insert Mode","Shift+Ctrl+Insert","Editing Text"
"Text Editing","Insert Line Above Current Line","Shift+Ctrl+Enter","Editing Text"
"Text Editing","Pop Tag Mark","Esc Shift+8","Editing Text"
"Text Editing","Kbd Macro Cycle Ring Previous","Ctrl+X Ctrl+K Ctrl+P","Editing Text"
"Window","Show Contributing Plug-in","Shift+Alt+F3","In Dialogs and Windows"
"Text Editing","Next Word","Esc F","Editing Text"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Text Editing","Begin Line","Shift+Ctrl+A","Editing Text"
"Text Editing","Delete Previous Word","Esc Backspace","Editing Text"
"Text Editing","Universal Argument","Ctrl+6","Editing Text"
"Edit","Redo","Ctrl+X R","In Windows"
"Text Editing","Previous Word","Esc B","Editing Text"
"Text Editing","Indent For Comment","Ctrl+;","Editing Java Source"
"Text Editing","End Buffer","Esc Shift+.","Editing Text"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Navigate","Open Task","Ctrl+F12","In Windows"
"Text Editing","Split Window Horizontally","Ctrl+X 3","In Windows"
"Edit","Select Enclosing Element","Shift+Alt+Up","Editing Java Source"
"Views","Show View (Variables)","Shift+Alt+Q V","In Windows"
"WindowBuilder Pro","Switch Source/Design Views","F12","Editing Text"
"Text Editing","Forward Word","Shift+Alt+F","Editing Text"
"Text Editing","End Buffer","Alt+>","Editing Text"
"Navigate","Activate Task","Ctrl+F9","In Windows"
"Text Editing","Query Replace","Alt+%","Editing Text"
"Task Repositories","Mark Task Complete","Shift+Alt+C","In Tasks Editor"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Edit","Redo","Shift+Ctrl++","In Windows"
"Text Editing","Scroll Line Up","Alt+Z","Editing Text"
"Text Editing","Universal Argument","Ctrl+2","Editing Text"
"Edit","Occurrences in File","Shift+Ctrl+A","Editing in Structured Text Editors"
"Run/Debug","Inspect","Shift+Ctrl+I","In Dialogs and Windows"
"Text Editing","Text Start","Esc Shift+<","Editing Text"
"Run/Debug","Step Over","Ctrl+X Ctrl+A Ctrl+N","Debugging"
"Text Editing","Delete Rectangle","Ctrl+X R D","Editing Text"
"Text Editing","Comment Previous","Alt+P","Editing Java Source"
"Text Editing","Copy to Register","Ctrl+X R S","Editing Text"
"Text Editing","Line Start","Home","Editing Text"
"Text Editing","Universal Argument","Alt+5","Editing Text"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Text Editing","View Kbd Macro","Ctrl+X Ctrl+K Ctrl+E","Editing Text"
"Text Editing","Line End","Ctrl+E","Editing Text"
"Edit","Forward Sexp","Ctrl+Alt+F","Editing Text"
"Text Editing","Point to Register","Ctrl+X /","Editing Text"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Source","Add Block Comment","Shift+Ctrl+/","Editing Java Source"
"File","New","Ctrl+N","In Windows"
"File","Save All","Shift+Ctrl+S","In Windows"
"Source","Format","Shift+Ctrl+F","Editing Java Source"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Source","Snipmatch Snippet Completion","Ctrl+Alt+Space","Editing Java Source"
"Text Editing","Backward Paragraph","Alt+{","Editing Text"
"Edit","Incremental Find","Ctrl+S","Editing Text"
"Text Editing","Zap to Char","Esc Z","In Windows"
"Run/Debug","Run Java Application","Shift+Alt+X J","In Windows"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Text Editing","Yank Rectangle","Ctrl+X R Y","Editing Text"
"Text Editing","Forward Paragraph","Shift+Alt+]","Editing Text"
"Text Editing","Backward Paragraph","Shift+Alt+[","Editing Text"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View"
"Text Editing","Jump to Register","Ctrl+X R J","Editing Text"
"Text Editing","Down List","Ctrl+Alt+D","Editing Text"
"Run/Debug","Resume","Ctrl+C Ctrl+R","Debugging"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Z","Editing Text"
"Views","Show View (Search)","Shift+Alt+Q S","In Windows"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editor Breadcrumb Navigation"
"Run/Debug","Debug Java Applet","Shift+Alt+D A","In Windows"
"Text Editing","Text Start","Shift+Alt+<","Editing Text"
"Views","Show View (Declaration)","Shift+Alt+Q D","In Windows"
"Text Editing","End Line","End","Editing Text"
"Text Editing","Kbd Macro End","Ctrl+X )","Editing Text"
"Text Editing","Yank Pop","Esc Y","Editing Text"
"Text Editing","Regexp I-Search backward","Ctrl+Alt+R","Editing Text"
"Text Editing","Delete Indentation","Alt+^","Editing Text"
"Text Editing","Backward Word","Shift+Alt+B","Editing Text"
"Edit","Toggle Comment","Alt+;","Editing in Structured Text Editors"
